sample,kendallTau,run,trait,n_plots
0.75,0.09269329118506361,4,GY,28
0.75,0.09208889902252963,5,GY,28
0.75,0.13038644981243877,6,GY,28
0.75,0.15413579049353807,7,GY,28
0.75,0.132620766897416,8,GY,28
0.75,0.10517801151139071,9,GY,28
0.75,0.06674114856982875,10,GY,28
0.75,0.09193552617843304,11,GY,28
0.75,0.11003575728569275,12,GY,28
0.75,0.11559999498784301,13,GY,28
0.75,0.07882158581710215,14,GY,28
0.75,0.04364833331129901,15,GY,28
0.75,0.15097456926333996,16,GY,28
0.75,0.20476397270830338,17,GY,28
0.75,0.13131247326289583,18,GY,28
0.75,0.0379198213156763,19,GY,28
0.75,0.03346544693880235,20,GY,28
0.75,0.13149888491334505,21,GY,28
0.75,0.09987219924605503,22,GY,28
0.75,0.041713766343683845,23,GY,28
0.75,0.07341254800368245,24,GY,28
0.75,0.050680817153572505,25,GY,28
0.75,0.048039405230272794,26,GY,28
0.75,0.13543256160187814,27,GY,28
0.75,0.11163356694902775,28,GY,28
0.75,0.12371462136861311,29,GY,28
0.75,0.0567385723172079,30,GY,28
0.75,0.11269037143541716,31,GY,28
0.75,0.15499032910820137,32,GY,28
0.75,0.08571695474918066,33,GY,28
0.75,0.21036602890539213,34,GY,28
0.75,0.0681941531736178,35,GY,28
0.75,0.12970625897379692,36,GY,28
0.75,0.10762482850922606,37,GY,28
0.75,0.09266498644014484,38,GY,28
0.75,0.17347168085505868,39,GY,28
0.75,0.0452233954207429,40,GY,28
0.75,0.09785081150411248,41,GY,28
0.75,0.1451751778746751,42,GY,28
0.75,0.09857782387300425,43,GY,28
0.75,0.13996855817287007,44,GY,28
0.75,0.12488862188348834,45,GY,28
0.75,0.12880168385109306,46,GY,28
0.75,0.026982896722181453,47,GY,28
0.75,0.09438105338680661,48,GY,28
0.75,0.06819497068303736,49,GY,28
0.75,0.09263041697053218,50,GY,28
0.75,0.14319359568948004,51,GY,28
0.75,0.08118154682593719,52,GY,28
0.75,0.10731981187124041,53,GY,28
0.75,0.1927834112449118,54,GY,28
0.75,0.07041017572634785,55,GY,28
0.75,0.04025728811907982,56,GY,28
0.75,0.10402102483348025,57,GY,28
0.75,0.09996983971764008,58,GY,28
0.75,-0.004019317987745493,59,GY,28
0.75,0.12109178343101865,60,GY,28
0.75,0.0998827521946499,61,GY,28
0.75,0.09803126136625667,62,GY,28
0.75,0.15954453137425748,63,GY,28
0.75,0.15108093919217536,64,GY,28
0.75,0.07068391372023913,65,GY,28
0.75,0.17365051932182546,66,GY,28
0.75,0.13110982667873056,67,GY,28
0.75,0.10194382932849902,68,GY,28
0.75,0.13180188551225938,69,GY,28
0.75,0.07229808574648387,70,GY,28
0.75,0.14309345421970837,71,GY,28
0.75,0.03342474659767076,72,GY,28
0.75,0.05792587363800082,73,GY,28
0.75,0.07524262821293484,74,GY,28
0.75,0.08365321515746298,75,GY,28
0.75,0.09189602328727867,76,GY,28
0.75,0.09786058325124597,77,GY,28
0.75,0.15734961383475912,78,GY,28
0.75,0.09936822219410155,79,GY,28
0.75,0.0458054719406535,80,GY,28
0.75,0.07652308796768285,81,GY,28
0.75,0.05547954959054336,82,GY,28
0.75,0.0735026012329325,83,GY,28
0.75,0.08170665359038008,84,GY,28
0.75,0.06658534257132415,85,GY,28
0.75,0.0894932376515987,86,GY,28
0.75,0.15412822204685123,87,GY,28
0.75,0.07820593299162287,88,GY,28
0.75,0.09126832739059092,89,GY,28
0.75,0.11398617147619886,90,GY,28
0.75,0.022374503447092003,91,GY,28
0.75,0.0011923818668115854,92,GY,28
0.75,0.15283061477490217,93,GY,28
0.75,0.03422640174055165,94,GY,28
0.75,0.20547328063048872,95,GY,28
0.75,0.05631740176328399,96,GY,28
0.75,0.13518493287114386,97,GY,28
0.75,0.09656252042186897,98,GY,28
0.75,0.09779090681860811,99,GY,28
0.75,0.09776553460578098,100,GY,28
0.85,0.1408801926551464,1,GY,17
0.85,0.06629106526442079,2,GY,17
0.85,0.17242819710033158,3,GY,17
0.85,0.03026045152033654,4,GY,17
0.85,0.09478857896193658,5,GY,17
0.85,0,6,GY,17
0.85,0.12841229047411173,7,GY,17
0.85,0.05007763470981977,8,GY,17
0.85,0.024936194284675653,9,GY,17
0.85,0.12495696324469155,10,GY,17
0.85,0.18001145597612003,11,GY,17
0.85,0.08393049402200382,12,GY,17
0.85,0.0447864579400217,13,GY,17
0.85,0.0608535050212877,14,GY,17
0.85,0.10130499906473484,15,GY,17
0.85,0.050022628274978664,16,GY,17
0.85,0.12175519540939113,17,GY,17
0.85,0.14752401696864686,18,GY,17
0.85,0.12433853534800102,19,GY,17
0.85,0.14114037861963416,20,GY,17
0.85,0.08967809169678571,21,GY,17
0.85,0.07031221110141109,22,GY,17
0.85,0.1979377872957495,23,GY,17
0.85,0.07438534351536799,24,GY,17
0.85,0.06804711103564273,25,GY,17
0.85,0.10660751703019834,26,GY,17
0.85,0.13002086243719396,27,GY,17
0.85,0.09513339785219133,28,GY,17
0.85,0.10629450109756007,29,GY,17
0.85,0.13577642694708453,30,GY,17
0.85,0.04286719811634547,31,GY,17
0.85,0.1255170017517629,32,GY,17
0.85,0.07569428142551712,33,GY,17
0.85,-0.0030158672348564023,34,GY,17
0.85,0.13736310880088182,35,GY,17
0.85,0.06095173906647869,36,GY,17
0.85,0.12779148055802464,37,GY,17
0.85,0.13658965632483916,38,GY,17
0.85,0.07658769155207346,39,GY,17
0.85,0.11044883747338974,40,GY,17
0.85,0.030254427707652264,41,GY,17
0.85,3.880939190392986e-4,42,GY,17
0.85,-0.008473322246270513,43,GY,17
0.85,0.04596425307642201,44,GY,17
0.85,0.10904440993159217,45,GY,17
0.85,0.10151179290154061,46,GY,17
0.85,0.13404993697396753,47,GY,17
0.85,0.10598280228049947,48,GY,17
0.85,0.08295548692167923,49,GY,17
0.85,0.08894896685651396,50,GY,17
0.85,0.05701324071457823,51,GY,17
0.85,0.08339861090566239,52,GY,17
0.85,0.06849301171642921,53,GY,17
0.85,0.15004998684910703,54,GY,17
0.85,0.047525505301611565,55,GY,17
0.85,0.04286719811634547,56,GY,17
0.85,0.0348493485602889,57,GY,17
0.85,0.08140529471921316,58,GY,17
0.85,0.20454426242844276,59,GY,17
0.85,0.02878354165854641,60,GY,17
0.85,0.11394759567430286,61,GY,17
0.85,0.04141780080932285,62,GY,17
0.85,-0.0016484894385334797,63,GY,17
0.85,0.032036965673090625,64,GY,17
0.85,0.08464267966729258,65,GY,17
0.85,0.1423597225119376,66,GY,17
0.85,0.061441325935938776,67,GY,17
0.85,0.14437772191600973,68,GY,17
0.85,0.17320337508667893,69,GY,17
0.85,0.0806781245447617,70,GY,17
0.85,0.14289784657213103,71,GY,17
0.85,0.10131636064778303,72,GY,17
0.85,0.031159925216461774,73,GY,17
0.85,0.07748191007500432,74,GY,17
0.85,0.13493257464135106,75,GY,17
0.85,0.052128207260230396,76,GY,17
0.85,0.04421553401322287,77,GY,17
0.85,0.0401782991268683,78,GY,17
0.85,0.07561297335102624,79,GY,17
0.85,0.054176421647882646,80,GY,17
0.85,0.11744069978250568,81,GY,17
0.85,0.08747886815587637,82,GY,17
0.85,0.165881508740592,83,GY,17
0.85,0.08791361919712888,84,GY,17
0.85,0.05675031860630031,85,GY,17
0.85,0.08036017731181878,86,GY,17
0.85,0.06505763962505288,87,GY,17
0.85,0.11753605978836623,88,GY,17
0.85,0.15428507642555203,89,GY,17
0.85,0.15911435197382084,90,GY,17
0.85,0.08302588681489559,91,GY,17
0.85,0.04834857118952596,92,GY,17
0.85,0.10101955610991452,93,GY,17
0.85,0.0391871214977365,94,GY,17
0.85,0.08485749193357411,95,GY,17
0.85,0.13472122989584553,96,GY,17
0.85,0.07245953502368534,97,GY,17
0.85,0.004431872695971299,98,GY,17
0.85,0.004554899380285152,99,GY,17
0.85,0.09821253132798424,100,GY,17
0.95,0.053320667898314966,1,GY,5
0.95,0.05659656732216242,2,GY,5
0.95,0.067142653423061055,3,GY,5
0.95,0.12561359294221844,4,GY,5
0.95,0.12047365200071829,5,GY,5
0.95,0.2017240353275957,6,GY,5
0.95,0.2535121626105805,7,GY,5
0.95,0.1665178440071103,8,GY,5
0.95,0.09905552401888346,9,GY,5
0.95,0.021374248810395853,10,GY,5
0.95,0.06240589554677603,11,GY,5
0.95,0.10277185648559632,12,GY,5
0.95,0.06661552069754531,13,GY,5
0.95,0.07882381871456409,14,GY,5
0.95,0.13602564650323157,15,GY,5
0.95,0,16,GY,5
0.95,0.18128879312141147,17,GY,5
0.95,0,18,GY,5
0.95,0.21084902563429223,19,GY,5
0.95,0.04731053691233869,20,GY,5
0.95,-0.006884494352383315,21,GY,5
0.95,0.14258164279166619,22,GY,5
0.95,0.06935186450030403,23,GY,5
0.95,0.08649947101609168,24,GY,5
0.95,0.0704513699331987,25,GY,5
0.95,0.022768206572154483,26,GY,5
0.95,0,27,GY,5
0.95,0.18110702880967133,28,GY,5
0.95,0.16411000420664534,29,GY,5
0.95,0.11668349024739276,30,GY,5
0.95,0.09391374332432507,31,GY,5
0.95,0.16743710353946836,32,GY,5
0.95,0.1903262158624131,33,GY,5
0.95,-0.037820124883518845,34,GY,5
0.95,0.0600378813700913,35,GY,5
0.95,-0.0037158920835709923,36,GY,5
0.95,0.017694058743401374,37,GY,5
0.95,-0.012653696316573457,38,GY,5
0.95,0.02553504240938478,39,GY,5
0.95,0.13689896461132303,40,GY,5
0.95,-0.06321201896669974,41,GY,5
0.95,0.1675521055796751,42,GY,5
0.95,0.10627451511538497,43,GY,5
0.95,0.11306339501801788,44,GY,5
0.95,0.13737127247275543,45,GY,5
0.95,0.3169264131712991,46,GY,5
0.95,0,47,GY,5
0.95,-0.09307840354341229,48,GY,5
0.95,0.10021147293313966,49,GY,5
0.95,-0.00449447467264657,50,GY,5
0.95,0.1412055457649227,51,GY,5
0.95,0.06139883050133902,52,GY,5
0.95,0,53,GY,5
0.95,0.06062297459148328,54,GY,5
0.95,0.21396834754841354,55,GY,5
0.95,0.08592514608827168,56,GY,5
0.95,0.012867951565313361,57,GY,5
0.95,0.052487186066550146,58,GY,5
0.95,0.0332300665639276,59,GY,5
0.95,0.14904132946328696,60,GY,5
0.95,0.21794017067380028,61,GY,5
0.95,0.07044267985285883,62,GY,5
0.95,-0.0045610471974013335,63,GY,5
0.95,0,64,GY,5
0.95,-0.019998032090262408,65,GY,5
0.95,0.13817237197935936,66,GY,5
0.95,0.11794961754928679,67,GY,5
0.95,0.02162204984327163,68,GY,5
0.95,-0.08575456009946884,69,GY,5
0.95,0.11982855750936272,70,GY,5
0.95,0.14562637291899871,71,GY,5
0.95,0.10784531681118166,72,GY,5
0.95,0,73,GY,5
0.95,-0.09545961368313208,74,GY,5
0.95,0.21370471787351644,75,GY,5
0.95,0,76,GY,5
0.95,0.09434106899214596,77,GY,5
0.95,0.20530423425220568,78,GY,5
0.95,0,79,GY,5
0.95,0.19703134075737583,80,GY,5
0.95,0,81,GY,5
0.95,0,82,GY,5
0.95,0.07487963583461406,83,GY,5
0.95,0.3115442979687773,84,GY,5
0.95,0.05418152119664085,85,GY,5
0.95,0.024238314350118903,86,GY,5
0.95,0,87,GY,5
0.95,0,88,GY,5
0.95,-0.03844119131530534,89,GY,5
0.95,0,90,GY,5
0.95,0,91,GY,5
0.95,0.10607122932904509,92,GY,5
0.95,0.12930867102964821,93,GY,5
0.95,0.05265621970388796,94,GY,5
0.95,0,95,GY,5
0.95,0.04675785478060176,96,GY,5
0.95,0.04242112762923203,97,GY,5
0.95,0.07184894670593958,98,GY,5
0.95,0.11781516259877407,99,GY,5
0.95,0,100,GY,5
